AGE OF MOTHER,AGE OF FATHER,YEAR,COUNT
25,25-29,2020,166
25,30-34,2020,57
25,35-39,2020,19
25,40-44,2020,9
25,45-49,2020,0
25,50-54,2020,0
25,55-59,2020,1
25,60-64,2020,0
25,65+,2020,0
25,Not Stated,2020,44
26,<20,2020,5
26,20-24,2020,18
26,25-29,2020,171
26,30-34,2020,97
26,35-39,2020,19
26,40-44,2020,3
26,45-49,2020,0
26,50-54,2020,1
26,55-59,2020,1
26,60-64,2020,0
26,65+,2020,0
26,Not Stated,2020,49
27,<20,2020,1
27,20-24,2020,15
27,25-29,2020,204
27,30-34,2020,130
27,35-39,2020,25
27,40-44,2020,7
27,45-49,2020,4
27,50-54,2020,6
27,55-59,2020,0
27,60-64,2020,0
27,65+,2020,0
27,Not Stated,2020,47
28,<20,2020,0
28,20-24,2020,9
28,25-29,2020,196
28,30-34,2020,196
28,35-39,2020,50
28,40-44,2020,7
28,45-49,2020,4
28,50-54,2020,3
28,55-59,2020,0
28,60-64,2020,0
28,65+,2020,0
28,Not Stated,2020,44
29,<20,2020,0
29,20-24,2020,5
29,25-29,2020,137
29,30-34,2020,241
29,35-39,2020,60
29,40-44,2020,19
29,45-49,2020,4
29,50-54,2020,2
29,55-59,2020,2
29,60-64,2020,0
29,65+,2020,0
29,Not Stated,2020,39
30,<20,2020,1
30,20-24,2020,8
30,25-29,2020,72
30,30-34,2020,290
30,35-39,2020,80
30,40-44,2020,24
30,45-49,2020,3
30,50-54,2020,3
30,55-59,2020,1
30,60-64,2020,0
30,65+,2020,0
30,Not Stated,2020,37
31,<20,2020,0
31,20-24,2020,2
31,25-29,2020,47
31,30-34,2020,326
31,35-39,2020,101
31,40-44,2020,28
31,45-49,2020,6
31,50-54,2020,2
31,55-59,2020,1
31,60-64,2020,1
31,65+,2020,0
31,Not Stated,2020,25
32,<20,2020,0
32,20-24,2020,3
32,25-29,2020,48
32,30-34,2020,294
32,35-39,2020,136
32,40-44,2020,30
32,45-49,2020,5
32,50-54,2020,0
32,55-59,2020,2
32,60-64,2020,0
32,65+,2020,0
32,Not Stated,2020,25
33,<20,2020,0
33,20-24,2020,3
33,25-29,2020,24
33,30-34,2020,268
33,35-39,2020,168
33,40-44,2020,31
33,45-49,2020,8
33,50-54,2020,8
33,55-59,2020,1
33,60-64,2020,1
33,65+,2020,0
33,Not Stated,2020,24
34,<20,2020,1
34,20-24,2020,2
34,25-29,2020,13
34,30-34,2020,158
34,35-39,2020,174
34,40-44,2020,56
34,45-49,2020,11
34,50-54,2020,1
34,55-59,2020,2
34,60-64,2020,0
34,65+,2020,0
34,Not Stated,2020,18
35,<20,2020,0
35,20-24,2020,0
35,25-29,2020,11
35,30-34,2020,97
35,35-39,2020,204
35,40-44,2020,51
35,45-49,2020,11
35,50-54,2020,5
35,55-59,2020,1
35,60-64,2020,0
35,65+,2020,0
35,Not Stated,2020,17
36,<20,2020,0
36,20-24,2020,0
36,25-29,2020,8
36,30-34,2020,43
36,35-39,2020,171
36,40-44,2020,55
36,45-49,2020,22
36,50-54,2020,4
36,55-59,2020,0
36,60-64,2020,0
36,65+,2020,0
36,Not Stated,2020,18
37,<20,2020,0
37,20-24,2020,1
37,25-29,2020,4
37,30-34,2020,38
37,35-39,2020,124
37,40-44,2020,55
37,45-49,2020,18
37,50-54,2020,4
37,55-59,2020,0
37,60-64,2020,0
37,65+,2020,0
37,Not Stated,2020,9
38,<20,2020,0
38,20-24,2020,1
38,25-29,2020,2
38,30-34,2020,24
38,35-39,2020,91
38,40-44,2020,57
38,45-49,2020,10
38,50-54,2020,3
38,55-59,2020,1
38,60-64,2020,0
38,65+,2020,1
38,Not Stated,2020,11
39,<20,2020,0
39,20-24,2020,0
39,25-29,2020,3
39,30-34,2020,16
39,35-39,2020,44
39,40-44,2020,56
39,45-49,2020,14
39,50-54,2020,4
39,55-59,2020,2
39,60-64,2020,0
39,65+,2020,0
39,Not Stated,2020,17
40,<20,2020,0
40,20-24,2020,0
40,25-29,2020,1
40,30-34,2020,2
40,35-39,2020,33
40,40-44,2020,47
40,45-49,2020,5
40,50-54,2020,3
40,55-59,2020,2
40,60-64,2020,1
40,65+,2020,0
40,Not Stated,2020,10
41,<20,2020,0
41,20-24,2020,0
41,25-29,2020,0
41,30-34,2020,6
41,35-39,2020,6
41,40-44,2020,29
41,45-49,2020,12
41,50-54,2020,5
41,55-59,2020,0
41,60-64,2020,1
41,65+,2020,0
41,Not Stated,2020,8
42,<20,2020,0
42,20-24,2020,0
42,25-29,2020,0
42,30-34,2020,2
42,35-39,2020,4
42,40-44,2020,15
42,45-49,2020,6
42,50-54,2020,1
42,55-59,2020,1
42,60-64,2020,0
42,65+,2020,0
42,Not Stated,2020,4
43,<20,2020,0
43,20-24,2020,0
43,25-29,2020,2
43,30-34,2020,2
43,35-39,2020,3
43,40-44,2020,3
43,45-49,2020,4
43,50-54,2020,1
43,55-59,2020,0
43,60-64,2020,0
43,65+,2020,0
43,Not Stated,2020,0
44,<20,2020,0
44,20-24,2020,0
44,25-29,2020,0
44,30-34,2020,1
44,35-39,2020,1
44,40-44,2020,4
44,45-49,2020,2
44,50-54,2020,0
44,55-59,2020,0
44,60-64,2020,0
44,65+,2020,0
44,Not Stated,2020,2
45,<20,2020,0
45,20-24,2020,0
45,25-29,2020,0
45,30-34,2020,0
45,35-39,2020,1
45,40-44,2020,0
45,45-49,2020,1
45,50-54,2020,0
45,55-59,2020,0
45,60-64,2020,0
45,65+,2020,0
45,Not Stated,2020,0
46,<20,2020,0
46,20-24,2020,0
46,25-29,2020,0
46,30-34,2020,0
46,35-39,2020,0
46,40-44,2020,1
46,45-49,2020,1
46,50-54,2020,0
46,55-59,2020,0
46,60-64,2020,1
46,65+,2020,0
46,Not Stated,2020,0
47,<20,2020,0
47,20-24,2020,0
47,25-29,2020,0
47,30-34,2020,0
47,35-39,2020,0
47,40-44,2020,0
47,45-49,2020,0
47,50-54,2020,0
47,55-59,2020,0
47,60-64,2020,0
47,65+,2020,0
47,Not Stated,2020,0
48,<20,2020,0
48,20-24,2020,0
48,25-29,2020,0
48,30-34,2020,0
48,35-39,2020,0
48,40-44,2020,0
48,45-49,2020,0
48,50-54,2020,0
48,55-59,2020,0
48,60-64,2020,0
48,65+,2020,0
48,Not Stated,2020,0
49,<20,2020,0
49,20-24,2020,0
49,25-29,2020,0
49,30-34,2020,0
49,35-39,2020,0
49,40-44,2020,0
49,45-49,2020,0
49,50-54,2020,0
49,55-59,2020,0
49,60-64,2020,0
49,65+,2020,0
49,Not Stated,2020,0
50,<20,2020,0
50,20-24,2020,0
50,25-29,2020,0
50,30-34,2020,0
50,35-39,2020,1
50,40-44,2020,0
50,45-49,2020,0
50,50-54,2020,0
50,55-59,2020,0
50,60-64,2020,0
50,65+,2020,0
50,Not Stated,2020,0
51,<20,2020,0
51,20-24,2020,0
51,25-29,2020,0
51,30-34,2020,0
51,35-39,2020,0
51,40-44,2020,0
51,45-49,2020,0
51,50-54,2020,1
51,55-59,2020,0
51,60-64,2020,0
51,65+,2020,0
51,Not Stated,2020,0
52,<20,2020,0
52,20-24,2020,0
52,25-29,2020,0
52,30-34,2020,0
52,35-39,2020,0
52,40-44,2020,0
52,45-49,2020,0
52,50-54,2020,0
52,55-59,2020,0
52,60-64,2020,0
52,65+,2020,0
52,Not Stated,2020,0
53,<20,2020,0
53,20-24,2020,0
53,25-29,2020,0
53,30-34,2020,0
53,35-39,2020,0
53,40-44,2020,0
53,45-49,2020,0
53,50-54,2020,0
53,55-59,2020,0
53,60-64,2020,0
53,65+,2020,0
53,Not Stated,2020,0
54,<20,2020,0
54,20-24,2020,0
54,25-29,2020,0
54,30-34,2020,0
54,35-39,2020,0
54,40-44,2020,0
54,45-49,2020,0
54,50-54,2020,0
54,55-59,2020,0
54,60-64,2020,0
54,65+,2020,0
55,<20,2020,0
55,20-24,2020,0
55,25-29,2020,0
55,30-34,2020,0
55,35-39,2020,0
55,40-44,2020,0
55,45-49,2020,0
55,50-54,2020,0
55,55-59,2020,0
55,60-64,2020,0
55,65+,2020,0
55,Not Stated,2020,0
55,Not Stated,2020,0
56,<20,2020,0
56,20-24,2020,0
56,25-29,2020,0
56,30-34,2020,0
56,35-39,2020,0
56,40-44,2020,0
56,45-49,2020,0
56,50-54,2020,0
56,55-59,2020,0
56,60-64,2020,0
56,65+,2020,0
56,Not Stated,2020,0
57,<20,2020,0
57,20-24,2020,0
57,25-29,2020,0
57,30-34,2020,0
57,35-39,2020,0
57,40-44,2020,0
57,45-49,2020,0
57,50-54,2020,0
57,55-59,2020,0
57,60-64,2020,0
57,65+,2020,0
57,Not Stated,2020,0
58,<20,2020,0
58,20-24,2020,0
58,25-29,2020,0
58,30-34,2020,0
58,35-39,2020,0
58,40-44,2020,0
58,45-49,2020,0
58,50-54,2020,0
58,55-59,2020,0
58,60-64,2020,0
58,65+,2020,0
58,Not Stated,2020,0
59,<20,2020,0
59,20-24,2020,0
59,25-29,2020,0
59,30-34,2020,0
59,35-39,2020,0
59,40-44,2020,0
59,45-49,2020,0
59,50-54,2020,0
59,55-59,2020,0
59,60-64,2020,0
59,65+,2020,0
59,Not Stated,2020,0
Not Stated,<20,2020,0
Not Stated,20-24,2020,0
Not Stated,25-29,2020,0
Not Stated,30-34,2020,0
Not Stated,35-39,2020,0
Not Stated,40-44,2020,0
Not Stated,45-49,2020,0
Not Stated,50-54,2020,1
Not Stated,55-59,2020,0
Not Stated,60-64,2020,0
Not Stated,65+,2020,0
Not Stated,Not Stated,2020,2
12,<20,2021,0
12,20-24,2021,0
12,25-29,2021,0
12,30-34,2021,0
12,35-39,2021,0
12,40-44,2021,0
12,45-49,2021,0
12,50-54,2021,0
12,55-59,2021,0
12,60-64,2021,0
12,65+,2021,0
12,Not Stated,2021,0
13,<20,2021,0
13,20-24,2021,0
13,25-29,2021,0
13,30-34,2021,0
13,35-39,2021,0
13,40-44,2021,0
13,45-49,2021,0
13,50-54,2021,0
13,55-59,2021,0
13,60-64,2021,0
13,65+,2021,0
13,Not Stated,2021,0
14,<20,2021,0
14,20-24,2021,0
14,25-29,2021,0
14,30-34,2021,0
14,35-39,2021,0
14,40-44,2021,0
14,45-49,2021,0
14,50-54,2021,0
14,55-59,2021,0
14,60-64,2021,0
14,65+,2021,0
14,Not Stated,2021,0
15,<20,2021,0
15,20-24,2021,0
15,25-29,2021,0
15,30-34,2021,0
15,35-39,2021,0
15,40-44,2021,0
15,45-49,2021,0
15,50-54,2021,0
15,55-59,2021,0
15,60-64,2021,0
15,65+,2021,0
15,Not Stated,2021,1
16,<20,2021,9
16,20-24,2021,0
16,25-29,2021,0
16,30-34,2021,0
16,35-39,2021,0
16,40-44,2021,0
16,45-49,2021,0
16,50-54,2021,0
16,55-59,2021,0
16,60-64,2021,0
16,65+,2021,0
16,Not Stated,2021,3
17,<20,2021,6
17,20-24,2021,6
17,25-29,2021,1
17,30-34,2021,0
17,35-39,2021,0
17,40-44,2021,0
17,45-49,2021,0
17,50-54,2021,1
17,55-59,2021,0
17,60-64,2021,0
17,65+,2021,0
17,Not Stated,2021,9
18,<20,2021,12
18,20-24,2021,14
18,25-29,2021,2
18,30-34,2021,1
18,35-39,2021,0
18,40-44,2021,0
18,45-49,2021,0
18,50-54,2021,0
18,55-59,2021,0
18,60-64,2021,0
18,65+,2021,0
18,Not Stated,2021,12
19,<20,2021,8
19,20-24,2021,29
19,25-29,2021,5
19,30-34,2021,2
19,35-39,2021,2
19,40-44,2021,1
19,45-49,2021,0
19,50-54,2021,0
19,55-59,2021,0
19,60-64,2021,0
19,65+,2021,0
19,Not Stated,2021,17
20,<20,2021,7
20,20-24,2021,46
20,25-29,2021,16
20,30-34,2021,5
20,35-39,2021,0
20,40-44,2021,0
20,45-49,2021,1
20,50-54,2021,0
20,55-59,2021,0
20,60-64,2021,1
20,65+,2021,0
20,Not Stated,2021,25
21,<20,2021,7
21,20-24,2021,58
21,25-29,2021,33
21,30-34,2021,8
21,35-39,2021,4
21,40-44,2021,1
21,45-49,2021,0
21,50-54,2021,0
21,55-59,2021,0
21,60-64,2021,0
21,65+,2021,0
21,Not Stated,2021,24
22,<20,2021,0
22,20-24,2021,67
22,25-29,2021,60
22,30-34,2021,14
22,35-39,2021,2
22,40-44,2021,1
22,45-49,2021,1
22,50-54,2021,0
22,55-59,2021,0
22,60-64,2021,0
22,65+,2021,0
22,Not Stated,2021,35
23,<20,2021,0
23,20-24,2021,72
23,25-29,2021,83
23,30-34,2021,24
23,35-39,2021,7
23,40-44,2021,0
23,45-49,2021,0
23,50-54,2021,1
23,55-59,2021,0
23,60-64,2021,0
23,65+,2021,0
23,Not Stated,2021,28
24,<20,2021,0
24,20-24,2021,57
24,25-29,2021,123
24,30-34,2021,30
24,35-39,2021,12
24,40-44,2021,2
24,45-49,2021,0
24,50-54,2021,0
24,55-59,2021,0
24,60-64,2021,0
24,65+,2021,0
24,Not Stated,2021,24
25,<20,2021,1
25,20-24,2021,35
25,25-29,2021,182
25,30-34,2021,48
25,35-39,2021,8
25,40-44,2021,4
25,45-49,2021,0
25,50-54,2021,0
25,55-59,2021,0
25,60-64,2021,0
25,65+,2021,0
25,Not Stated,2021,44
26,<20,2021,0
26,20-24,2021,23
26,25-29,2021,200
26,30-34,2021,72
26,35-39,2021,21
26,40-44,2021,4
26,45-49,2021,3
26,50-54,2021,0
26,55-59,2021,1
26,60-64,2021,0
26,65+,2021,0
26,Not Stated,2021,29
27,<20,2021,0
27,20-24,2021,11
27,25-29,2021,205
27,30-34,2021,131
27,35-39,2021,29
27,40-44,2021,10
27,45-49,2021,2
27,50-54,2021,1
27,55-59,2021,0
27,60-64,2021,0
27,65+,2021,0
27,Not Stated,2021,39
28,<20,2021,0
28,20-24,2021,6
28,25-29,2021,190
28,30-34,2021,205
28,35-39,2021,46
28,40-44,2021,6
28,45-49,2021,2
28,50-54,2021,0
28,55-59,2021,0
28,60-64,2021,0
28,65+,2021,0
28,Not Stated,2021,30
29,<20,2021,0
29,20-24,2021,10
29,25-29,2021,145
29,30-34,2021,249
29,35-39,2021,65
29,40-44,2021,8
29,45-49,2021,3
29,50-54,2021,3
29,55-59,2021,0
29,60-64,2021,0
29,65+,2021,0
29,Not Stated,2021,25
30,<20,2021,0
30,20-24,2021,2
30,25-29,2021,101
30,30-34,2021,367
30,35-39,2021,86
30,40-44,2021,21
30,45-49,2021,6
30,50-54,2021,1
30,55-59,2021,0
30,60-64,2021,0
30,65+,2021,0
30,Not Stated,2021,18
31,<20,2021,0
31,20-24,2021,5
31,25-29,2021,58
31,30-34,2021,328
31,35-39,2021,129
31,40-44,2021,23
31,45-49,2021,7
31,50-54,2021,2
31,55-59,2021,0
31,60-64,2021,0
31,65+,2021,0
31,Not Stated,2021,23
32,<20,2021,0
32,20-24,2021,2
32,25-29,2021,32
32,30-34,2021,337
32,35-39,2021,151
32,40-44,2021,36
32,45-49,2021,6
32,50-54,2021,3
32,55-59,2021,0
32,60-64,2021,0
32,65+,2021,0
32,Not Stated,2021,22
33,<20,2021,0
33,20-24,2021,1
33,25-29,2021,12
33,30-34,2021,249
33,35-39,2021,192
33,40-44,2021,37
33,45-49,2021,6
33,50-54,2021,0
33,55-59,2021,0
33,60-64,2021,1
33,65+,2021,0
33,Not Stated,2021,19
34,<20,2021,0
34,20-24,2021,3
34,25-29,2021,15
34,30-34,2021,184
34,35-39,2021,206
34,40-44,2021,48
34,45-49,2021,10
34,50-54,2021,3
34,55-59,2021,0
34,60-64,2021,1
34,65+,2021,0
34,Not Stated,2021,15
35,<20,2021,0
35,20-24,2021,0
35,25-29,2021,6
35,30-34,2021,79
35,35-39,2021,210
35,40-44,2021,54
35,45-49,2021,15
35,50-54,2021,5
35,55-59,2021,3
35,60-64,2021,0
35,65+,2021,1
35,Not Stated,2021,14
36,<20,2021,0
36,20-24,2021,0
36,25-29,2021,8
36,30-34,2021,52
36,35-39,2021,169
36,40-44,2021,56
36,45-49,2021,19
36,50-54,2021,6
36,55-59,2021,0
36,60-64,2021,0
36,65+,2021,0
36,Not Stated,2021,19
37,<20,2021,0
37,20-24,2021,2
37,25-29,2021,8
37,30-34,2021,24
37,35-39,2021,140
37,40-44,2021,56
37,45-49,2021,15
37,50-54,2021,2
37,55-59,2021,2
37,60-64,2021,0
37,65+,2021,0
37,Not Stated,2021,7
38,<20,2021,0
38,20-24,2021,1
38,25-29,2021,4
38,30-34,2021,15
38,35-39,2021,83
38,40-44,2021,48
38,45-49,2021,21
38,50-54,2021,5
38,55-59,2021,1
38,60-64,2021,0
38,65+,2021,0
38,Not Stated,2021,8
39,<20,2021,0
39,20-24,2021,0
39,25-29,2021,3
39,30-34,2021,11
39,35-39,2021,41
39,40-44,2021,44
39,45-49,2021,13
39,50-54,2021,11
39,55-59,2021,2
39,60-64,2021,1
39,65+,2021,0
39,Not Stated,2021,5
40,<20,2021,0
40,20-24,2021,0
40,25-29,2021,2
40,30-34,2021,7
40,35-39,2021,32
40,40-44,2021,47
40,45-49,2021,4
40,50-54,2021,2
40,55-59,2021,1
40,60-64,2021,1
40,65+,2021,0
40,Not Stated,2021,6
41,<20,2021,0
41,20-24,2021,0
41,25-29,2021,1
41,30-34,2021,5
41,35-39,2021,13
41,40-44,2021,36
41,45-49,2021,14
41,50-54,2021,6
41,55-59,2021,0
41,60-64,2021,0
41,65+,2021,0
41,Not Stated,2021,2
42,<20,2021,0
42,20-24,2021,0
42,25-29,2021,0
42,30-34,2021,1
42,35-39,2021,7
42,40-44,2021,8
42,45-49,2021,8
42,50-54,2021,1
42,55-59,2021,1
42,60-64,2021,0
42,65+,2021,0
42,Not Stated,2021,4
43,<20,2021,0
43,20-24,2021,0
43,25-29,2021,1
43,30-34,2021,0
43,35-39,2021,1
43,40-44,2021,5
43,45-49,2021,7
43,50-54,2021,1
43,55-59,2021,0
43,60-64,2021,0
43,65+,2021,0
43,Not Stated,2021,2
44,<20,2021,0
44,20-24,2021,0
44,25-29,2021,0
44,30-34,2021,0
44,35-39,2021,0
44,40-44,2021,3
44,45-49,2021,5
44,50-54,2021,1
44,55-59,2021,0
44,60-64,2021,0
44,65+,2021,0
44,Not Stated,2021,0
45,<20,2021,0
45,20-24,2021,0
45,25-29,2021,0
45,30-34,2021,0
45,35-39,2021,1
45,40-44,2021,0
45,45-49,2021,2
45,50-54,2021,0
45,55-59,2021,0
45,60-64,2021,0
45,65+,2021,0
45,Not Stated,2021,0
46,<20,2021,0
46,20-24,2021,0
46,25-29,2021,0
46,30-34,2021,0
46,35-39,2021,0
46,40-44,2021,0
46,45-49,2021,0
46,50-54,2021,0
46,55-59,2021,1
46,60-64,2021,0
46,65+,2021,0
46,Not Stated,2021,0
47,<20,2021,0
47,20-24,2021,0
47,25-29,2021,0
47,30-34,2021,0
47,35-39,2021,0
47,40-44,2021,0
47,45-49,2021,0
47,50-54,2021,0
47,55-59,2021,0
47,60-64,2021,0
47,65+,2021,0
47,Not Stated,2021,0
48,<20,2021,0
48,20-24,2021,0
48,25-29,2021,0
48,30-34,2021,0
48,35-39,2021,0
48,40-44,2021,0
48,45-49,2021,0
48,50-54,2021,0
48,55-59,2021,1
48,60-64,2021,0
48,65+,2021,0
48,Not Stated,2021,0
49,<20,2021,0
49,20-24,2021,0
49,25-29,2021,0
49,30-34,2021,0
49,35-39,2021,0
49,40-44,2021,0
49,45-49,2021,0
49,50-54,2021,0
49,55-59,2021,1
49,60-64,2021,0
49,65+,2021,0
49,Not Stated,2021,0
50,<20,2021,0
50,20-24,2021,0
50,25-29,2021,0
50,30-34,2021,0
50,35-39,2021,1
50,40-44,2021,0
50,45-49,2021,0
50,50-54,2021,0
50,55-59,2021,0
50,60-64,2021,0
50,65+,2021,0
50,Not Stated,2021,0
51,<20,2021,0
51,20-24,2021,0
51,25-29,2021,0
51,30-34,2021,0
51,35-39,2021,0
51,40-44,2021,0
51,45-49,2021,0
51,50-54,2021,0
51,55-59,2021,0
51,60-64,2021,0
51,65+,2021,0
51,Not Stated,2021,0
52,<20,2021,0
52,20-24,2021,0
52,25-29,2021,0
52,30-34,2021,0
52,35-39,2021,0
52,40-44,2021,0
52,45-49,2021,0
52,50-54,2021,0
52,55-59,2021,0
52,60-64,2021,0
52,65+,2021,0
52,Not Stated,2021,0
53,<20,2021,0
53,20-24,2021,0
53,25-29,2021,0
53,30-34,2021,0
53,35-39,2021,0
53,40-44,2021,0
53,45-49,2021,0
53,50-54,2021,0
53,55-59,2021,0
53,60-64,2021,0
53,65+,2021,0
53,Not Stated,2021,0
54,<20,2021,0
54,20-24,2021,0
54,25-29,2021,0
54,30-34,2021,0
54,35-39,2021,0
54,40-44,2021,0
54,45-49,2021,0
54,50-54,2021,0
54,55-59,2021,0
54,60-64,2021,0
54,65+,2021,0
54,Not Stated,2021,0
55,<20,2021,0
55,20-24,2021,0
55,25-29,2021,0
55,30-34,2021,0
55,35-39,2021,0
55,40-44,2021,0
55,45-49,2021,0
55,50-54,2021,0
55,55-59,2021,0
55,60-64,2021,0
55,65+,2021,0
55,Not Stated,2021,0
56,<20,2021,0
56,20-24,2021,0
56,25-29,2021,0
56,30-34,2021,0
56,35-39,2021,0
56,40-44,2021,0
56,45-49,2021,0
56,50-54,2021,0
56,55-59,2021,0
56,60-64,2021,0
56,65+,2021,0
56,Not Stated,2021,0
57,<20,2021,0
57,20-24,2021,0
57,25-29,2021,0
57,30-34,2021,0
57,35-39,2021,0
57,40-44,2021,0
57,45-49,2021,0
57,50-54,2021,0
57,55-59,2021,0
57,60-64,2021,0
57,65+,2021,0
57,Not Stated,2021,0
58,<20,2021,0
58,20-24,2021,0
58,25-29,2021,0
58,30-34,2021,0
58,35-39,2021,0
58,40-44,2021,0
58,45-49,2021,0
58,50-54,2021,0
58,55-59,2021,0
58,60-64,2021,0
58,65+,2021,0
58,Not Stated,2021,0
59,<20,2021,0
59,20-24,2021,0
59,25-29,2021,0
59,30-34,2021,0
59,35-39,2021,0
59,40-44,2021,0
59,45-49,2021,0
59,50-54,2021,0
59,55-59,2021,0
59,60-64,2021,0
59,65+,2021,0
59,Not Stated,2021,0
Not Stated,<20,2021,0
Not Stated,20-24,2021,0
Not Stated,25-29,2021,0
Not Stated,30-34,2021,0
Not Stated,35-39,2021,0
Not Stated,40-44,2021,0
Not Stated,45-49,2021,0
Not Stated,50-54,2021,0
Not Stated,55-59,2021,0
Not Stated,60-64,2021,0
Not Stated,65+,2021,0
Not Stated,Not Stated,2021,1
12,<20,2022,0
12,20-24,2022,0
12,25-29,2022,0
12,30-34,2022,0
12,35-39,2022,0
12,40-44,2022,0
12,45-49,2022,0
12,50-54,2022,0
12,55-59,2022,0
12,60-64,2022,0
12,65+,2022,0
12,Not Stated,2022,0
13,<20,2022,0
13,20-24,2022,0
13,25-29,2022,0
13,30-34,2022,0
13,35-39,2022,0
13,40-44,2022,0
13,45-49,2022,0
13,50-54,2022,0
13,55-59,2022,0
13,60-64,2022,0
13,65+,2022,0
13,Not Stated,2022,1
14,<20,2022,0
14,20-24,2022,0
14,25-29,2022,0
14,30-34,2022,0
14,35-39,2022,0
14,40-44,2022,0
14,45-49,2022,0
14,50-54,2022,0
14,55-59,2022,0
14,60-64,2022,0
14,65+,2022,0
14,Not Stated,2022,1
15,<20,2022,0
15,20-24,2022,0
15,25-29,2022,0
15,30-34,2022,0
15,35-39,2022,0
15,40-44,2022,0
15,45-49,2022,0
15,50-54,2022,0
15,55-59,2022,0
15,60-64,2022,0
15,65+,2022,0
15,Not Stated,2022,0
16,<20,2022,4
16,20-24,2022,0
16,25-29,2022,1
16,30-34,2022,0
16,35-39,2022,0
16,40-44,2022,0
16,45-49,2022,0
16,50-54,2022,0
16,55-59,2022,0
16,60-64,2022,0
16,65+,2022,0
16,Not Stated,2022,2
17,<20,2022,10
17,20-24,2022,9
17,25-29,2022,0
17,30-34,2022,0
17,35-39,2022,1
17,40-44,2022,0
17,45-49,2022,0
17,50-54,2022,0
17,55-59,2022,0
17,60-64,2022,0
17,65+,2022,0
17,Not Stated,2022,7
18,<20,2022,11
18,20-24,2022,5
18,25-29,2022,5
18,30-34,2022,2
18,35-39,2022,0
18,40-44,2022,0
18,45-49,2022,1
18,50-54,2022,0
18,55-59,2022,0
18,60-64,2022,0
18,65+,2022,0
18,Not Stated,2022,9
19,<20,2022,9
19,20-24,2022,30
19,25-29,2022,6
19,30-34,2022,1
19,35-39,2022,0
19,40-44,2022,0
19,45-49,2022,0
19,50-54,2022,0
19,55-59,2022,0
19,60-64,2022,0
19,65+,2022,0
19,Not Stated,2022,20
20,<20,2022,7
20,20-24,2022,40
20,25-29,2022,22
20,30-34,2022,1
20,35-39,2022,1
20,40-44,2022,0
20,45-49,2022,1
20,50-54,2022,0
20,55-59,2022,0
20,60-64,2022,0
20,65+,2022,0
20,Not Stated,2022,14
21,<20,2022,2
21,20-24,2022,57
21,25-29,2022,21
21,30-34,2022,5
21,35-39,2022,3
21,40-44,2022,0
21,45-49,2022,0
21,50-54,2022,0
21,55-59,2022,0
21,60-64,2022,0
21,65+,2022,0
21,Not Stated,2022,24
22,<20,2022,2
22,20-24,2022,59
22,25-29,2022,46
22,30-34,2022,14
22,35-39,2022,4
22,40-44,2022,2
22,45-49,2022,0
22,50-54,2022,0
22,55-59,2022,0
22,60-64,2022,0
22,65+,2022,0
22,Not Stated,2022,32
23,<20,2022,2
23,20-24,2022,69
23,25-29,2022,59
23,30-34,2022,29
23,35-39,2022,7
23,40-44,2022,1
23,45-49,2022,1
23,50-54,2022,0
23,55-59,2022,0
23,60-64,2022,0
23,65+,2022,0
23,Not Stated,2022,37
24,<20,2022,1
24,20-24,2022,53
24,25-29,2022,93
24,30-34,2022,30
24,35-39,2022,10
24,40-44,2022,3
24,45-49,2022,1
24,50-54,2022,0
24,55-59,2022,0
24,60-64,2022,0
24,65+,2022,0
24,Not Stated,2022,35
25,<20,2022,0
25,20-24,2022,42
25,25-29,2022,149
25,30-34,2022,48
25,35-39,2022,15
25,40-44,2022,7
25,45-49,2022,1
25,50-54,2022,2
25,55-59,2022,0
25,60-64,2022,0
25,65+,2022,0
25,Not Stated,2022,24
26,<20,2022,0
26,20-24,2022,17
26,25-29,2022,194
26,30-34,2022,99
26,35-39,2022,15
26,40-44,2022,9
26,45-49,2022,1
26,50-54,2022,1
26,55-59,2022,0
26,60-64,2022,1
26,65+,2022,0
26,Not Stated,2022,37
27,<20,2022,0
27,20-24,2022,9
27,25-29,2022,192
27,30-34,2022,121
27,35-39,2022,37
27,40-44,2022,8
27,45-49,2022,3
27,50-54,2022,2
27,55-59,2022,0
27,60-64,2022,0
27,65+,2022,0
27,Not Stated,2022,46
28,<20,2022,0
28,20-24,2022,7
28,25-29,2022,189
28,30-34,2022,175
28,35-39,2022,60
28,40-44,2022,4
28,45-49,2022,3
28,50-54,2022,2
28,55-59,2022,0
28,60-64,2022,0
28,65+,2022,0
28,Not Stated,2022,31
29,<20,2022,0
29,20-24,2022,10
29,25-29,2022,129
29,30-34,2022,240
29,35-39,2022,63
29,40-44,2022,14
29,45-49,2022,4
29,50-54,2022,1
29,55-59,2022,0
29,60-64,2022,0
29,65+,2022,0
29,Not Stated,2022,24
30,<20,2022,0
30,20-24,2022,1
30,25-29,2022,80
30,30-34,2022,348
30,35-39,2022,96
30,40-44,2022,20
30,45-49,2022,3
30,50-54,2022,1
30,55-59,2022,0
30,60-64,2022,0
30,65+,2022,0
30,Not Stated,2022,31
31,<20,2022,0
31,20-24,2022,3
31,25-29,2022,55
31,30-34,2022,327
31,35-39,2022,113
31,40-44,2022,20
31,45-49,2022,9
31,50-54,2022,0
31,55-59,2022,2
31,60-64,2022,0
31,65+,2022,1
31,Not Stated,2022,29
32,<20,2022,0
32,20-24,2022,0
32,25-29,2022,22
